"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1542","RT @Calivillalonga: Hoy los jóvenes en todo el mundo se movilizan alertando a la sociedad sobre la crisis climática y el tiempo que se nos…",FALSE,0,NA,2019-05-24 21:42:34,FALSE,NA,"1132039211014610945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roversol",32,TRUE,FALSE,NA,NA
"1543","El #CambioClimático es algo serio y debemos ayudar al planeta. Aquí algunas alternativas para cuidar la tierra que… https://t.co/rBWw1SdWCL",FALSE,6,NA,2019-05-24 21:41:56,TRUE,NA,"1132039052255932416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JesusCasillas06",0,FALSE,FALSE,NA,NA
"1544","RT @FiretSarga: <U+0001F525><U+0001F525>Para  los que miran a otro lado cuando no hay servicios de prevención y extincion de IIFF todo el año. Zasca Estadísticas…",FALSE,0,NA,2019-05-24 21:39:58,FALSE,NA,"1132038553549103104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FIRETBF",6,TRUE,FALSE,NA,NA
"1545","RT @levante_emv: #LoMásLeído del día | València quedará ahogada por la subida del mar en 80 años https://t.co/aaT8MEcrLa #CambioClimático h…",FALSE,0,NA,2019-05-24 21:38:03,FALSE,NA,"1132038073112506369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angeloniadria",15,TRUE,FALSE,NA,NA
"1546","RT @pablonegri: <U+0001F534> HOY <U+0001F534> a partir de las 6 PM en Plaza Italia y hasta las 9 PM en Plaza Los Héroes... 2ª Marcha Global Contra la #CrisisClim…",FALSE,0,NA,2019-05-24 21:37:56,FALSE,NA,"1132038042443767809",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DaniAbril_",14,TRUE,FALSE,NA,NA
"1547","RT @SofiaVannelli: Los jóvenes son el futuro y tienen que hacerse oír! <U+0001F30E><U+267B><U+FE0F><U+270A>
Celebró movimientos como el #FridaysForTheFuture, que nos compr…",FALSE,0,NA,2019-05-24 21:36:57,FALSE,NA,"1132037797781614593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diazcm45",28,TRUE,FALSE,NA,NA
"1548","RT @tikopineda: #FridaysForFuture desde Bogotá Colombia exigiendo #AccionesClimáticas para detener estragos de #CambioClimático https://t.c…",FALSE,0,NA,2019-05-24 21:36:13,FALSE,NA,"1132037609822330882",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mushy",12,TRUE,FALSE,NA,NA
"1549","De los creadores del #CambioClimático y el #CalentamientoGlobal, recordando que nuestro problema inicia con la mode… https://t.co/lkbcYu2byR",FALSE,0,NA,2019-05-24 21:35:55,TRUE,NA,"1132037534010302465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","menyboydgo",0,FALSE,FALSE,NA,NA
"1550","RT @tikopineda: #FridaysForFuture desde Bogotá Colombia exigiendo #AccionesClimáticas para detener estragos de #CambioClimático https://t.c…",FALSE,0,NA,2019-05-24 21:35:44,FALSE,NA,"1132037488598499330",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charry_manager",12,TRUE,FALSE,NA,NA
"1551","En el Metro Pedro de Valdivia rumbo a donde NINGUNA @KarlaEnAccion me va a prohibir ir (!)... 2ª Marcha Global Cont… https://t.co/y3BtRKldwh",FALSE,72,NA,2019-05-24 21:35:08,TRUE,NA,"1132037338891264000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pablonegri",13,FALSE,FALSE,NA,NA
"1552","RT @alternativaver1: #FridaysForFuture contra el #CambioClimatico
https://t.co/Uphun0rkGn
#sostenibilidad #MedioAmbiente",FALSE,0,NA,2019-05-24 21:34:32,FALSE,NA,"1132037188726743045",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","consumatum86",2,TRUE,FALSE,NA,NA
"1553","RT @pablonegri: <U+0001F534> HOY <U+0001F534> a partir de las 6 PM en Plaza Italia y hasta las 9 PM en Plaza Los Héroes... 2ª Marcha Global Contra la #CrisisClim…",FALSE,0,NA,2019-05-24 21:34:28,FALSE,NA,"1132037170091446274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kiko60407007",14,TRUE,FALSE,NA,NA
"1554","RT @FiretSarga: <U+0001F525><U+0001F525>Para  los que miran a otro lado cuando no hay servicios de prevención y extincion de IIFF todo el año. Zasca Estadísticas…",FALSE,0,NA,2019-05-24 21:33:59,FALSE,NA,"1132037050805436423",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PASBF",6,TRUE,FALSE,NA,NA
